Product_Id,Product_Title,Merchant_Id,Cluster_Id,Cluster_Label,Category_Id,Category_Label
133,2598,2,7,914,2612,7
134,2601,1,7,914,2612,7
135,2599,16,7,914,2612,7
136,15681,4,7,914,2612,7
137,2612,5,7,914,2612,7
138,2612,6,7,914,2612,7
139,2597,7,7,914,2612,7
140,2602,17,7,914,2612,7
141,2612,15,7,914,2612,7
142,2601,8,7,914,2612,7
143,2601,10,7,914,2612,7
144,2600,13,7,914,2612,7
145,2604,11,7,914,2612,7
146,26660,12,7,914,2612,7
147,15681,24,7,914,2612,7
148,2604,14,7,914,2612,7
149,2571,18,7,914,2612,7
150,26661,22,7,914,2612,7
151,2603,26,7,914,2612,7
152,2661,23,7,914,2612,7
153,2482,3,8,894,2612,7
154,2461,1,8,894,2612,7
155,2517,5,8,894,2612,7
156,2463,13,8,894,2612,7
157,2466,4,8,894,2612,7
158,2517,6,8,894,2612,7
159,2467,9,8,894,2612,7
160,2462,8,8,894,2612,7
161,2462,10,8,894,2612,7
162,2467,15,8,894,2612,7
163,2483,11,8,894,2612,7
164,15653,24,8,894,2612,7
165,2484,14,8,894,2612,7
166,2459,2,8,894,2612,7
167,2464,17,8,894,2612,7
168,2668,19,8,894,2612,7
169,42,18,8,894,2612,7
170,15654,20,8,894,2612,7
171,26646,22,8,894,2612,7
172,15655,26,8,894,2612,7
173,2547,1,9,908,2612,7
174,2545,2,9,908,2612,7
175,2550,4,9,908,2612,7
176,2564,5,9,908,2612,7
177,2564,6,9,908,2612,7
178,2546,7,9,908,2612,7
179,2550,9,9,908,2612,7
180,2549,8,9,908,2612,7
181,2547,10,9,908,2612,7
182,2552,11,9,908,2612,7
183,2670,3,9,908,2612,7
184,2552,14,9,908,2612,7
185,2548,13,9,908,2612,7
186,2570,18,9,908,2612,7
187,15672,20,9,908,2612,7
188,26655,22,9,908,2612,7
189,15674,26,9,908,2612,7
190,2657,23,9,908,2612,7
191,2524,1,10,904,2612,7
192,2528,3,10,904,2612,7
193,2525,13,10,904,2612,7
194,2521,2,10,904,2612,7
195,2526,4,10,904,2612,7
196,2567,28,10,904,2612,7
197,2542,5,10,904,2612,7
198,2542,6,10,904,2612,7
199,15668,24,10,904,2612,7
200,2522,7,10,904,2612,7
201,2527,9,10,904,2612,7
202,2522,8,10,904,2612,7
203,2527,10,10,904,2612,7
204,2532,11,10,904,2612,7
205,2531,14,10,904,2612,7
206,2520,18,10,904,2612,7
207,15670,20,10,904,2612,7
208,26651,22,10,904,2612,7
209,15669,26,10,904,2612,7
210,2654,23,10,904,2612,7
211,23129,3,11,9465,2612,7
212,23130,2,11,9465,2612,7
213,8852,4,11,9465,2612,7
214,23114,24,11,9465,2612,7
215,23125,5,11,9465,2612,7
216,23125,6,11,9465,2612,7
217,23125,15,11,9465,2612,7
218,23128,17,11,9465,2612,7
219,23131,11,11,9465,2612,7
220,23131,14,11,9465,2612,7
221,23959,32,11,9465,2612,7
222,23113,8,11,9465,2612,7
223,23112,21,11,9465,2612,7
224,23115,22,11,9465,2612,7
225,23124,26,11,9465,2612,7
226,2491,2,12,899,2612,7
227,2495,1,12,899,2612,7
228,2496,4,12,899,2612,7
229,2514,5,12,899,2612,7
230,2514,6,12,899,2612,7
231,2514,15,12,899,2612,7
232,2492,9,12,899,2612,7
233,2492,8,12,899,2612,7
234,2496,10,12,899,2612,7
235,2493,13,12,899,2612,7
236,2510,11,12,899,2612,7
237,2509,14,12,899,2612,7
238,2650,3,12,899,2612,7
239,15663,17,12,899,2612,7
240,15661,24,12,899,2612,7
241,26648,22,12,899,2612,7
242,2507,18,12,899,2612,7
243,15662,20,12,899,2612,7
244,15664,26,12,899,2612,7
245,10093,5,13,9471,2612,7
246,10093,6,13,9471,2612,7
247,23136,3,13,9471,2612,7
248,23143,2,13,9471,2612,7
249,23137,24,13,9471,2612,7
250,23150,30,13,9471,2612,7
251,23139,15,13,9471,2612,7
252,23149,1,13,9471,2612,7
253,643,4,13,9471,2612,7
254,23156,11,13,9471,2612,7
255,23157,14,13,9471,2612,7
256,23382,31,13,9471,2612,7
257,23967,32,13,9471,2612,7
258,22726,33,13,9471,2612,7
259,23146,8,13,9471,2612,7
260,206,18,13,9471,2612,7
261,26629,12,13,9471,2612,7
262,23148,21,13,9471,2612,7
263,26704,22,13,9471,2612,7
264,15652,5,14,884,2612,7
265,15643,4,14,884,2612,7
266,15652,6,14,884,2612,7
267,2456,8,14,884,2612,7
268,26642,22,14,884,2612,7
269,2432,11,14,884,2612,7
270,2424,3,14,884,2612,7
271,2433,14,14,884,2612,7
272,2422,2,14,884,2612,7
273,2423,27,14,884,2612,7
274,2425,10,14,884,2612,7
275,40,18,14,884,2612,7
276,15640,26,14,884,2612,7
277,2649,3,15,890,2612,7
278,2454,5,15,890,2612,7
279,15650,4,15,890,2612,7
280,2454,6,15,890,2612,7
281,2454,15,15,890,2612,7
282,2441,8,15,890,2612,7
283,2441,10,15,890,2612,7
284,2447,11,15,890,2612,7
285,2474,2,15,890,2612,7
286,2448,14,15,890,2612,7
287,2444,18,15,890,2612,7
288,26645,22,15,890,2612,7
289,15649,26,15,890,2612,7
290,2437,21,15,890,2612,7
291,23161,3,16,9474,2612,7
292,23164,13,16,9474,2612,7
293,23167,2,16,9474,2612,7
294,23166,24,16,9474,2612,7
295,23172,5,16,9474,2612,7
296,23170,6,16,9474,2612,7
297,23180,11,16,9474,2612,7
298,23172,15,16,9474,2612,7
299,23159,8,16,9474,2612,7
300,23949,4,16,9474,2612,7
301,23179,17,16,9474,2612,7
302,23383,31,16,9474,2612,7
303,23181,14,16,9474,2612,7
304,23158,21,16,9474,2612,7
305,26706,22,16,9474,2612,7
306,2427,2,17,886,2612,7
307,2455,5,17,886,2612,7
308,2434,14,17,886,2612,7
309,2455,6,17,886,2612,7
310,2431,4,17,886,2612,7
311,15646,15,17,886,2612,7
312,2430,8,17,886,2612,7
313,2428,10,17,886,2612,7
314,2435,11,17,886,2612,7
315,2429,13,17,886,2612,7
316,2648,3,17,886,2612,7
317,41,18,17,886,2612,7
318,26643,22,17,886,2612,7
319,15645,26,17,886,2612,7
320,2439,3,18,888,2612,7
321,26644,22,18,888,2612,7
322,2438,2,18,888,2612,7
323,2451,5,18,888,2612,7
324,2451,6,18,888,2612,7
325,2453,8,18,888,2612,7
326,2452,10,18,888,2612,7
327,15651,15,18,888,2612,7
328,2445,11,18,888,2612,7
329,15642,4,18,888,2612,7
330,2445,14,18,888,2612,7
331,2443,18,18,888,2612,7
332,2442,17,18,888,2612,7
333,15647,26,18,888,2612,7
334,22939,34,19,9380,2612,7
335,22776,35,19,9380,2612,7
336,26694,22,19,9380,2612,7
337,22942,5,19,9380,2612,7
338,22950,3,19,9380,2612,7
339,22942,6,19,9380,2612,7
340,22941,2,19,9380,2612,7
341,23956,32,19,9380,2612,7
342,22942,15,19,9380,2612,7
343,22940,24,19,9380,2612,7
344,22943,13,19,9380,2612,7
345,22944,18,19,9380,2612,7
346,22947,8,19,9380,2612,7
347,22946,30,19,9380,2612,7
348,23379,31,19,9380,2612,7
349,22945,14,19,9380,2612,7
350,19063,4,19,9380,2612,7
351,10091,5,20,9383,2612,7
352,10091,6,20,9383,2612,7
353,22957,2,20,9383,2612,7
354,26695,22,20,9383,2612,7
355,23966,3,20,9383,2612,7
356,22952,24,20,9383,2612,7
357,23957,32,20,9383,2612,7
358,22955,15,20,9383,2612,7
359,22954,17,20,9383,2612,7
360,22959,11,20,9383,2612,7
361,22958,14,20,9383,2612,7
362,10060,30,20,9383,2612,7
363,22953,8,20,9383,2612,7
364,22956,18,20,9383,2612,7
365,22960,4,20,9383,2612,7
366,23380,31,20,9383,2612,7
367,23059,3,21,9433,2612,7
368,23072,24,21,9433,2612,7
369,23435,2,21,9433,2612,7
370,23061,13,21,9433,2612,7
371,23057,5,21,9433,2612,7
372,23055,6,21,9433,2612,7
373,23057,15,21,9433,2612,7
374,23385,31,21,9433,2612,7
375,23074,14,21,9433,2612,7
376,23071,7,21,9433,2612,7
377,23060,17,21,9433,2612,7
378,23073,8,21,9433,2612,7
379,23058,18,21,9433,2612,7
380,23054,21,21,9433,2612,7
381,26702,22,21,9433,2612,7
382,8543,35,22,3180,2612,7
383,8549,6,22,3180,2612,7
384,8549,5,22,3180,2612,7
385,8584,17,22,3180,2612,7
386,8549,15,22,3180,2612,7
387,8547,4,22,3180,2612,7
388,8584,3,22,3180,2612,7
389,8608,31,22,3180,2612,7
390,8625,18,22,3180,2612,7
391,8624,14,22,3180,2612,7
392,8544,2,22,3180,2612,7
393,26609,12,22,3180,2612,7
394,26621,19,22,3180,2612,7
395,8545,24,22,3180,2612,7
396,26620,22,22,3180,2612,7
397,8548,36,22,3180,2612,7
398,8546,37,22,3180,2612,7
399,8546,38,22,3180,2612,7
400,8543,21,22,3180,2612,7
401,19062,26,22,3180,2612,7
402,2585,3,23,912,2612,7
403,2583,8,23,912,2612,7
404,2584,10,23,912,2612,7
405,2594,5,23,912,2612,7
406,2591,6,23,912,2612,7
407,2581,2,23,912,2612,7
408,2590,15,23,912,2612,7
409,2582,13,23,912,2612,7
410,15679,4,23,912,2612,7
411,2587,11,23,912,2612,7
412,13,18,23,912,2612,7
413,2576,14,23,912,2612,7
414,26659,22,23,912,2612,7
415,10086,5,24,9467,2612,7
416,10086,6,24,9467,2612,7
417,23123,3,24,9467,2612,7
418,23119,2,24,9467,2612,7
419,23120,30,24,9467,2612,7
420,23122,15,24,9467,2612,7
421,23116,17,24,9467,2612,7
422,23118,8,24,9467,2612,7
423,23117,1,24,9467,2612,7
424,23960,32,24,9467,2612,7
425,23118,27,24,9467,2612,7
426,29083,2,25,12003,2612,7
427,29078,3,25,12003,2612,7
428,29081,5,25,12003,2612,7
429,29081,6,25,12003,2612,7
430,29079,17,25,12003,2612,7
431,29081,15,25,12003,2612,7
432,28929,31,25,12003,2612,7
433,29082,1,25,12003,2612,7
434,29085,10,25,12003,2612,7
435,29077,11,25,12003,2612,7
436,29086,30,25,12003,2612,7
437,29077,14,25,12003,2612,7
438,29080,4,25,12003,2612,7
439,29075,21,25,12003,2612,7
440,26710,22,25,12003,2612,7
441,23014,3,26,9416,2612,7
442,23018,5,26,9416,2612,7
443,23018,6,26,9416,2612,7
444,23018,15,26,9416,2612,7
445,23010,7,26,9416,2612,7
446,23015,8,26,9416,2612,7
447,23021,14,26,9416,2612,7
448,23016,18,26,9416,2612,7
449,23001,21,26,9416,2612,7
450,26700,22,26,9416,2612,7
451,29105,17,27,12009,2612,7
452,29105,3,27,12009,2612,7
453,29109,13,27,12009,2612,7
454,29106,2,27,12009,2612,7
455,29103,24,27,12009,2612,7
456,29107,5,27,12009,2612,7
457,29107,6,27,12009,2612,7
458,28930,31,27,12009,2612,7
459,29104,11,27,12009,2612,7
460,29102,8,27,12009,2612,7
461,29151,4,27,12009,2612,7
462,29107,15,27,12009,2612,7
463,29108,30,27,12009,2612,7
464,29101,18,27,12009,2612,7
465,26717,22,27,12009,2612,7
466,15678,4,28,910,2612,7
467,2578,8,28,910,2612,7
468,2578,10,28,910,2612,7
469,2586,11,28,910,2612,7
470,2579,5,28,910,2612,7
471,12,18,28,910,2612,7
472,2577,2,28,910,2612,7
473,2575,14,28,910,2612,7
474,2589,6,28,910,2612,7
475,2580,3,28,910,2612,7
476,26658,22,28,910,2612,7
477,28992,35,29,11974,2612,7
478,29001,17,29,11974,2612,7
479,28928,31,29,11974,2612,7
480,28993,7,29,11974,2612,7
481,28994,4,29,11974,2612,7
482,29002,3,29,11974,2612,7
483,28999,5,29,11974,2612,7
484,29003,2,29,11974,2612,7
485,28992,8,29,11974,2612,7
486,28997,14,29,11974,2612,7
487,28996,11,29,11974,2612,7
488,28995,24,29,11974,2612,7
489,113,18,29,11974,2612,7
490,20170,39,29,11974,2612,7
491,28992,21,29,11974,2612,7
492,26711,22,29,11974,2612,7
493,21124,30,30,9407,2612,7
494,23005,5,30,9407,2612,7
495,23008,6,30,9407,2612,7
496,22993,18,30,9407,2612,7
497,23005,15,30,9407,2612,7
498,26698,22,30,9407,2612,7
499,23962,32,30,9407,2612,7
500,22997,8,30,9407,2612,7
501,26746,17,30,9407,2612,7
502,22994,4,30,9407,2612,7
503,26746,3,30,9407,2612,7
504,29098,4,31,12008,2612,7
505,29099,3,31,12008,2612,7
506,29110,2,31,12008,2612,7
507,29100,24,31,12008,2612,7
508,29111,5,31,12008,2612,7
509,29111,6,31,12008,2612,7
510,28931,31,31,12008,2612,7
511,29112,17,31,12008,2612,7
512,29097,11,31,12008,2612,7
513,29113,30,31,12008,2612,7
514,26718,22,31,12008,2612,7
515,8550,3,32,3182,2612,7
516,8553,6,32,3182,2612,7
517,8553,5,32,3182,2612,7
518,8555,17,32,3182,2612,7
519,8553,15,32,3182,2612,7
520,8558,4,32,3182,2612,7
521,8554,18,32,3182,2612,7
522,8551,14,32,3182,2612,7
523,26610,12,32,3182,2612,7
524,26622,19,32,3182,2612,7
525,8556,2,32,3182,2612,7
526,8557,26,32,3182,2612,7
527,8550,21,32,3182,2612,7
528,8552,36,32,3182,2612,7
529,29048,35,33,11997,2612,7
530,29050,4,33,11997,2612,7
531,29058,17,33,11997,2612,7
532,29049,7,33,11997,2612,7
533,29053,11,33,11997,2612,7
534,29058,3,33,11997,2612,7
535,29048,2,33,11997,2612,7
536,29052,14,33,11997,2612,7
537,29048,8,33,11997,2612,7
538,29051,24,33,11997,2612,7
539,26713,22,33,11997,2612,7
540,2645,1,34,924,2612,7
541,15693,5,34,924,2612,7
542,2643,2,34,924,2612,7
543,15693,6,34,924,2612,7
544,15693,15,34,924,2612,7
545,2665,3,34,924,2612,7
546,15691,4,34,924,2612,7
547,2644,7,34,924,2612,7
548,2645,9,34,924,2612,7
549,2646,8,34,924,2612,7
550,2633,14,34,924,2612,7
551,26671,22,34,924,2612,7
552,29074,13,35,12001,2612,7
553,29072,2,35,12001,2612,7
554,29069,3,35,12001,2612,7
555,29072,8,35,12001,2612,7
556,29070,24,35,12001,2612,7
557,29071,11,35,12001,2612,7
558,120,4,35,12001,2612,7
559,26723,22,35,12001,2612,7
560,29067,21,35,12001,2612,7
561,23174,3,36,9475,2612,7
562,23162,5,36,9475,2612,7
563,23162,6,36,9475,2612,7
564,19065,4,36,9475,2612,7
565,23171,15,36,9475,2612,7
566,23182,11,36,9475,2612,7
567,23177,17,36,9475,2612,7
568,23182,14,36,9475,2612,7
569,26705,22,36,9475,2612,7
570,10871,4,37,5107,2612,7
571,21117,30,37,5107,2612,7
572,10874,17,37,5107,2612,7
573,10874,3,37,5107,2612,7
574,10875,31,37,5107,2612,7
575,10876,5,37,5107,2612,7
576,10876,6,37,5107,2612,7
577,12876,8,37,5107,2612,7
578,12875,24,37,5107,2612,7
579,10870,1,37,5107,2612,7
580,10872,14,37,5107,2612,7
581,10870,21,37,5107,2612,7
582,26632,22,37,5107,2612,7
583,113,18,38,12000,2612,7
584,29063,2,38,12000,2612,7
585,29065,17,38,12000,2612,7
586,29066,4,38,12000,2612,7
587,29064,3,38,12000,2612,7
588,29061,11,38,12000,2612,7
589,29060,14,38,12000,2612,7
590,29059,24,38,12000,2612,7
591,29062,8,38,12000,2612,7
592,26714,22,38,12000,2612,7
593,8671,5,39,3217,2612,7
594,8572,17,39,3217,2612,7
595,8671,6,39,3217,2612,7
596,8572,3,39,3217,2612,7
597,8671,15,39,3217,2612,7
598,8670,2,39,3217,2612,7
599,8668,14,39,3217,2612,7
600,8672,24,39,3217,2612,7
601,8669,36,39,3217,2612,7
602,8667,21,39,3217,2612,7
603,10127,40,39,3217,2612,7
604,23176,3,40,9477,2612,7
605,23164,13,40,9477,2612,7
606,23169,2,40,9477,2612,7
607,23166,24,40,9477,2612,7
608,23163,41,40,9477,2612,7
609,19064,4,40,9477,2612,7
610,23178,17,40,9477,2612,7
611,23160,8,40,9477,2612,7
612,26630,12,40,9477,2612,7
613,23173,21,40,9477,2612,7
614,20710,17,41,8471,2612,7
615,20709,3,41,8471,2612,7
616,20711,2,41,8471,2612,7
617,20707,24,41,8471,2612,7
618,20703,18,41,8471,2612,7
619,20705,11,41,8471,2612,7
620,26692,22,41,8471,2612,7
621,20702,21,41,8471,2612,7
622,10082,5,42,9388,2612,7
623,10082,6,42,9388,2612,7
624,22972,3,42,9388,2612,7
625,22782,4,42,9388,2612,7
626,23385,31,42,9388,2612,7
627,22974,33,42,9388,2612,7
628,22968,8,42,9388,2612,7
629,22971,14,42,9388,2612,7
630,26697,22,42,9388,2612,7
631,8573,35,43,3184,2612,7
632,8650,3,43,3184,2612,7
633,8577,4,43,3184,2612,7
634,8576,5,43,3184,2612,7
635,8574,18,43,3184,2612,7
636,8576,6,43,3184,2612,7
637,8575,14,43,3184,2612,7
638,8576,15,43,3184,2612,7
639,8609,31,43,3184,2612,7
640,8585,17,43,3184,2612,7
641,26624,19,43,3184,2612,7
642,8573,21,43,3184,2612,7
643,26625,22,43,3184,2612,7
644,2468,2,44,895,2612,7
645,2518,3,44,895,2612,7
646,2485,11,44,895,2612,7
647,43,18,44,895,2612,7
648,2471,8,44,895,2612,7
649,2471,10,44,895,2612,7
650,2485,14,44,895,2612,7
651,26617,22,44,895,2612,7
652,15657,26,44,895,2612,7
653,708,18,45,3193,2612,7
654,8604,2,45,3193,2612,7
655,8603,5,45,3193,2612,7
656,8601,17,45,3193,2612,7
657,8603,6,45,3193,2612,7
658,8602,4,45,3193,2612,7
659,8603,15,45,3193,2612,7
660,8601,3,45,3193,2612,7
661,8600,24,45,3193,2612,7
662,26627,19,45,3193,2612,7
663,8605,36,45,3193,2612,7
664,8599,21,45,3193,2612,7
665,3701,5,46,1373,2612,7
666,3701,6,46,1373,2612,7
667,3705,2,46,1373,2612,7
668,3699,3,46,1373,2612,7
669,3699,17,46,1373,2612,7
670,3701,15,46,1373,2612,7
671,19060,4,46,1373,2612,7
672,3698,11,46,1373,2612,7
673,3697,21,46,1373,2612,7
674,26618,22,46,1373,2612,7
675,19348,24,47,7898,2612,7
676,19345,17,47,7898,2612,7
677,19346,5,47,7898,2612,7
678,19346,6,47,7898,2612,7
679,19346,15,47,7898,2612,7
680,19345,3,47,7898,2612,7
681,19356,30,47,7898,2612,7
682,19312,31,47,7898,2612,7
683,19327,14,47,7898,2612,7
684,19354,4,47,7898,2612,7
685,26681,22,47,7898,2612,7
686,19284,21,47,7898,2612,7
687,8560,17,48,3202,2612,7
688,8620,31,48,3202,2612,7
689,8629,18,48,3202,2612,7
690,8562,13,48,3202,2612,7
691,8561,6,48,3202,2612,7
692,8561,5,48,3202,2612,7
693,8628,14,48,3202,2612,7
694,8560,3,48,3202,2612,7
695,8561,15,48,3202,2612,7
696,26623,22,48,3202,2612,7
697,8559,21,48,3202,2612,7
698,16984,17,49,6892,2612,7
699,16984,3,49,6892,2612,7
700,16985,11,49,6892,2612,7
701,17035,31,49,6892,2612,7
702,16976,4,49,6892,2612,7
703,17033,2,49,6892,2612,7
704,16980,5,49,6892,2612,7
705,16982,18,49,6892,2612,7
706,16983,14,49,6892,2612,7
707,7804,2,50,2537,2612,7
708,7803,24,50,2537,2612,7
709,7802,11,50,2537,2612,7
710,10045,5,50,2537,2612,7
711,10045,6,50,2537,2612,7
712,7802,14,50,2537,2612,7
713,7805,4,50,2537,2612,7
714,7818,3,50,2537,2612,7
715,7801,18,50,2537,2612,7
716,7806,17,50,2537,2612,7
717,7800,21,50,2537,2612,7
718,23187,24,51,9481,2612,7
719,22932,3,51,9481,2612,7
720,24598,5,51,9481,2612,7
721,24598,15,51,9481,2612,7
722,23191,8,51,9481,2612,7
723,23384,31,51,9481,2612,7
724,23190,14,51,9481,2612,7
725,22930,13,51,9481,2612,7
726,23004,3,52,9410,2612,7
727,22999,6,52,9410,2612,7
728,23000,2,52,9410,2612,7
729,23385,31,52,9410,2612,7
730,23004,17,52,9410,2612,7
731,23002,5,52,9410,2612,7
732,23003,14,52,9410,2612,7
733,26707,22,52,9410,2612,7
734,16861,24,53,6839,2612,7
735,16860,2,53,6839,2612,7
736,17020,3,53,6839,2612,7
737,16863,30,53,6839,2612,7
738,9380,4,53,6839,2612,7
739,16862,8,53,6839,2612,7
740,17032,17,53,6839,2612,7
741,584,18,53,6839,2612,7
742,16865,24,54,6841,2612,7
743,16866,11,54,6841,2612,7
744,16864,21,54,6841,2612,7
745,26672,22,54,6841,2612,7
746,8596,5,55,3192,2612,7
747,8596,6,55,3192,2612,7
748,8598,17,55,3192,2612,7
749,8596,15,55,3192,2612,7
750,8598,3,55,3192,2612,7
751,8595,2,55,3192,2612,7
752,8597,4,55,3192,2612,7
753,8618,31,55,3192,2612,7
754,26626,22,55,3192,2612,7
755,8595,21,55,3192,2612,7
756,29116,24,56,12011,2612,7
757,29115,11,56,12011,2612,7
758,28933,31,56,12011,2612,7
759,29114,21,56,12011,2612,7
760,26720,22,56,12011,2612,7
761,7810,24,57,2539,2612,7
762,7812,2,57,2539,2612,7
763,7809,18,57,2539,2612,7
764,7814,5,57,2539,2612,7
765,7814,6,57,2539,2612,7
766,7814,15,57,2539,2612,7
767,7811,11,57,2539,2612,7
768,7813,4,57,2539,2612,7
769,7811,14,57,2539,2612,7
770,7774,3,57,2539,2612,7
771,7808,21,57,2539,2612,7
772,20617,17,58,8403,2612,7
773,20613,31,58,8403,2612,7
774,20611,3,58,8403,2612,7
775,26688,22,58,8403,2612,7
776,20610,5,58,8403,2612,7
777,20612,8,58,8403,2612,7
778,20610,6,58,8403,2612,7
779,20606,14,58,8403,2612,7
780,20847,26,58,8403,2612,7
781,29004,35,59,11976,2612,7
782,29010,2,59,11976,2612,7
783,29005,24,59,11976,2612,7
784,29007,11,59,11976,2612,7
785,29006,22,59,11976,2612,7
786,29004,21,59,11976,2612,7
787,20168,3,60,921,2612,7
788,2630,1,60,921,2612,7
789,2629,29,60,921,2612,7
790,2629,2,60,921,2612,7
791,15698,5,60,921,2612,7
792,15688,6,60,921,2612,7
793,15695,15,60,921,2612,7
794,15698,4,60,921,2612,7
795,2628,7,60,921,2612,7
796,2629,9,60,921,2612,7
797,2629,8,60,921,2612,7
798,2672,16,60,921,2612,7
799,26668,22,60,921,2612,7
800,10043,6,61,2533,2612,7
801,10043,5,61,2533,2612,7
802,26725,4,61,2533,2612,7
803,7788,15,61,2533,2612,7
804,7786,18,61,2533,2612,7
805,7787,27,61,2533,2612,7
806,7793,31,61,2533,2612,7
807,7794,17,61,2533,2612,7
808,7789,2,61,2533,2612,7
809,7789,24,61,2533,2612,7
810,7794,3,61,2533,2612,7
811,7790,21,61,2533,2612,7
812,12930,31,62,5144,2612,7
813,12923,17,62,5144,2612,7
814,12929,3,62,5144,2612,7
815,12928,2,62,5144,2612,7
816,12924,24,62,5144,2612,7
817,26638,22,62,5144,2612,7
818,12953,3,63,5152,2612,7
819,12986,1,63,5152,2612,7
820,12947,11,63,5152,2612,7
821,12950,4,63,5152,2612,7
822,12946,21,63,5152,2612,7
823,26639,22,63,5152,2612,7
824,23308,3,64,9412,2612,7
825,23025,29,64,9412,2612,7
826,23019,2,64,9412,2612,7
827,23020,15,64,9412,2612,7
828,23308,17,64,9412,2612,7
829,23017,4,64,9412,2612,7
830,23022,14,64,9412,2612,7
831,23013,8,64,9412,2612,7
832,26699,22,64,9412,2612,7
833,2523,2,65,902,2612,7
834,2553,14,65,902,2612,7
835,26652,22,65,902,2612,7
836,8567,5,66,3183,2612,7
837,8567,6,66,3183,2612,7
