duration,contact,housing,pdays,previous,campaign,poutcome,loan,education,balance,marital,job,day,default,month,age,deposit
543,2,1,-1,0,2,3,0,1,54,2,7,28,0,8,27,1
615,2,1,-1,0,2,3,0,1,1242,2,6,28,0,8,25,1
507,2,1,-1,0,1,3,0,1,292,1,4,28,0,8,28,1
1183,2,1,-1,0,1,3,0,1,665,2,7,28,0,8,23,1
864,2,1,-1,0,2,3,0,2,1058,2,4,28,0,8,34,1
1730,2,1,-1,0,1,3,0,1,949,2,8,28,0,8,28,1
560,2,1,-1,0,9,3,0,3,606,1,2,28,0,8,51,1
543,2,1,-1,0,1,3,1,1,0,1,1,29,0,8,35,1
539,2,1,-1,0,1,3,0,1,404,1,0,29,0,8,35,1
791,2,1,-1,0,2,3,0,1,249,1,1,29,0,8,56,1
746,2,1,-1,0,1,3,0,1,3354,0,10,29,0,8,45,1
1207,2,1,-1,0,1,3,0,1,0,0,1,29,0,8,60,1
535,2,1,-1,0,2,3,0,1,589,1,9,29,0,8,56,1
789,2,1,-1,0,3,3,0,2,12956,2,4,29,0,8,27,1
792,2,1,-1,0,3,3,0,1,873,1,0,29,0,8,30,1
833,2,1,-1,0,2,3,0,0,594,0,1,29,0,8,45,1
814,2,1,-1,0,2,3,0,1,-20,2,1,29,0,8,29,1
1363,2,1,-1,0,2,3,0,2,4692,0,4,29,0,8,38,1
1109,2,1,-1,0,3,3,0,1,486,1,1,29,0,8,30,1
828,2,1,-1,0,3,3,0,0,1593,2,1,29,0,8,44,1
917,2,1,-1,0,1,3,0,2,7606,2,4,30,0,8,36,1
762,2,1,-1,0,3,3,0,1,226,1,9,30,0,8,38,1
1133,2,1,-1,0,2,3,1,1,366,2,1,30,0,8,36,1
638,2,1,-1,0,1,3,0,1,16,0,4,30,0,8,37,1
763,2,1,-1,0,1,3,0,2,565,2,4,30,0,8,35,1
604,2,1,-1,0,2,3,0,1,19,0,0,30,0,8,38,1
854,2,1,-1,0,2,3,0,0,1082,1,7,30,0,8,40,1
855,2,1,-1,0,2,3,0,1,1713,0,10,30,0,8,42,1
1269,2,1,-1,0,1,3,0,2,14481,0,4,30,0,8,46,1
691,2,1,-1,0,10,3,0,1,5724,0,9,30,0,8,35,1
1097,2,1,-1,0,15,3,0,1,1451,0,9,30,0,8,34,1
1236,2,1,-1,0,2,3,0,1,-34,1,7,30,0,8,32,1
886,2,1,-1,0,3,3,0,1,3674,1,10,30,0,8,50,1
1343,2,1,-1,0,3,3,1,1,698,1,1,30,0,8,35,1
812,2,1,-1,0,3,3,0,1,4136,2,9,30,0,8,36,1
1980,2,1,-1,0,2,3,0,0,2656,0,1,30,0,8,53,1
984,2,1,-1,0,2,3,0,2,2904,2,4,30,0,8,46,1
228,2,1,-1,0,2,3,0,2,1004,2,4,30,0,8,26,1
891,2,1,-1,0,4,3,0,1,410,2,9,30,0,8,45,1
745,2,1,-1,0,12,3,0,0,0,0,10,30,0,8,31,1
539,2,1,-1,0,12,3,0,2,0,2,4,30,0,8,29,1
1044,2,1,-1,0,5,3,0,1,62,2,2,30,0,8,53,1
1193,2,1,-1,0,2,3,0,0,416,1,1,30,0,8,27,1
526,2,1,-1,0,2,3,0,2,2763,1,4,2,0,6,39,1
394,2,1,-1,0,1,3,0,1,2984,1,7,2,0,6,36,1
659,2,1,-1,0,2,3,1,0,143,1,1,2,0,6,41,1
1036,2,1,-1,0,1,3,0,0,0,1,7,2,0,6,36,1
815,2,1,-1,0,1,3,0,1,696,1,9,2,0,6,32,1
563,2,1,-1,0,1,3,0,1,152,1,7,2,0,6,35,1
1068,2,1,-1,0,1,3,0,2,-78,2,4,2,0,6,36,1
230,2,1,-1,0,3,3,0,2,867,1,4,2,0,6,35,1
747,2,1,-1,0,2,3,0,1,953,2,1,2,0,6,30,1
671,2,1,-1,0,5,3,0,1,443,1,1,2,0,6,42,1
555,2,1,-1,0,5,3,0,1,-1129,2,9,2,1,6,42,1
777,2,1,-1,0,4,3,0,0,415,1,1,2,0,6,32,1
707,2,1,-1,0,14,3,0,1,260,2,1,2,0,6,29,1
432,2,1,-1,0,4,3,0,2,-411,0,4,2,1,6,44,1
1173,2,1,-1,0,3,3,0,1,1279,2,9,3,0,6,32,1
963,2,1,-1,0,2,3,1,1,86,1,10,3,0,6,31,1
941,2,1,-1,0,3,3,1,1,-754,1,6,3,1,6,40,1
1025,2,0,-1,0,7,3,0,1,0,1,2,3,0,6,43,1
732,2,1,-1,0,2,3,0,1,178,2,4,3,0,6,27,1
1045,2,1,-1,0,3,3,0,1,278,2,7,3,0,6,37,1
768,2,1,-1,0,1,3,0,1,425,2,7,3,0,6,23,1
801,2,1,-1,0,1,3,0,0,168,1,4,3,0,6,25,1
482,2,1,-1,0,2,3,0,1,-36,2,1,3,1,6,26,1
2456,2,1,-1,0,2,3,0,0,126,0,1,3,0,6,47,1
1363,2,1,-1,0,7,3,0,1,-87,1,0,3,0,6,35,1
1336,2,1,-1,0,4,3,0,2,6281,2,9,3,0,6,32,1
633,2,1,-1,0,1,3,0,1,644,0,4,4,0,6,45,1
524,2,1,-1,0,15,3,0,1,377,0,0,4,0,6,30,1
578,2,1,-1,0,1,3,0,1,-271,2,7,4,0,6,29,1
984,2,1,-1,0,2,3,0,0,5839,1,1,4,0,6,38,1
638,2,1,-1,0,1,3,0,1,492,2,1,4,0,6,23,1
767,2,1,-1,0,2,3,0,2,99,2,4,4,0,6,27,1
525,2,1,-1,0,2,3,0,2,-713,2,4,4,1,6,27,1
563,2,1,-1,0,1,3,0,1,32,2,7,4,0,6,29,1
1449,2,1,-1,0,6,3,1,2,543,1,6,4,0,6,30,1
920,2,1,-1,0,1,3,0,0,403,1,1,4,0,6,36,1
908,2,1,-1,0,1,3,0,1,437,0,0,4,0,6,35,1
208,2,0,-1,0,1,3,0,1,1772,1,1,5,0,6,36,1
910,2,1,-1,0,2,3,0,0,-88,0,5,5,0,6,59,1
1446,2,0,-1,0,1,3,0,1,0,1,2,5,0,6,47,1
1149,2,0,-1,0,2,3,0,2,853,1,2,5,0,6,58,1
1123,2,0,-1,0,1,3,0,2,240,2,4,5,0,6,37,1
508,2,1,-1,0,2,3,0,1,849,2,0,5,0,6,46,1
736,2,1,-1,0,2,3,0,1,318,2,1,5,0,6,43,1
590,2,1,-1,0,3,3,0,2,703,2,4,5,0,6,27,1
636,2,0,-1,0,1,3,0,1,61,0,7,5,0,6,38,1
701,2,0,-1,0,1,3,1,0,104,1,3,5,0,6,53,1
761,2,0,-1,0,2,3,0,1,1996,1,1,5,0,6,47,1
1558,2,0,-1,0,1,3,0,0,1238,0,3,5,1,6,56,1
1053,2,0,-1,0,2,3,0,1,879,1,3,5,0,6,41,1
562,2,1,-1,0,15,3,0,1,425,1,6,5,0,6,29,1
494,2,1,-1,0,5,3,0,1,416,1,9,5,0,6,50,1
1018,2,0,-1,0,3,3,0,0,844,0,1,5,0,6,45,1
884,2,1,-1,0,4,3,0,1,860,1,1,5,0,6,35,1
709,2,1,-1,0,5,3,0,1,639,2,9,6,0,6,26,1
1276,2,1,-1,0,2,3,1,1,710,1,0,6,0,6,26,1
381,2,0,-1,0,2,3,1,3,1508,1,1,6,0,6,37,1
862,2,1,-1,0,11,3,0,1,223,2,0,6,0,6,30,1
460,2,1,-1,0,4,3,0,2,619,2,4,6,0,6,38,1
467,2,1,-1,0,3,3,0,1,319,0,7,6,0,6,37,1
648,2,0,-1,0,2,3,0,1,480,1,9,6,0,6,53,1
2653,2,1,-1,0,3,3,0,0,213,2,1,6,0,6,29,1
1085,2,0,-1,0,1,3,0,2,68,2,4,6,0,6,35,1
369,2,1,-1,0,2,3,0,1,2788,1,1,6,0,6,28,1
685,2,0,-1,0,3,3,0,3,7561,1,1,6,0,6,55,1
1055,2,1,-1,0,10,3,0,1,-46,0,4,9,0,6,49,1
882,2,0,-1,0,1,3,0,1,1595,1,7,9,0,6,50,1
901,2,0,-1,0,1,3,0,2,1046,2,4,9,0,6,43,1
700,2,0,-1,0,1,3,0,2,1382,0,6,9,0,6,58,1
491,2,1,-1,0,6,3,0,0,217,1,9,9,0,6,38,1
940,2,0,-1,0,1,3,0,0,183,0,1,9,0,6,48,1
3881,2,0,-1,0,3,3,0,1,1321,1,4,9,0,6,59,1
486,2,0,-1,0,3,3,0,1,25,1,1,9,0,6,58,1
1137,2,0,-1,0,3,3,0,2,4844,2,6,9,0,6,36,1
878,2,0,-1,0,3,3,0,2,5345,1,2,11,0,6,42,1
583,2,0,-1,0,4,3,1,1,812,2,0,11,0,6,41,1
1159,2,0,-1,0,4,3,0,1,105,1,0,11,0,6,42,1
893,2,0,-1,0,8,3,1,2,-190,1,4,11,0,6,39,1
867,2,0,-1,0,1,3,1,0,625,1,3,11,0,6,57,1
706,2,0,-1,0,1,3,0,3,293,1,5,11,0,6,52,1
1199,2,0,-1,0,1,3,0,3,1033,1,5,11,0,6,59,1
935,2,0,-1,0,1,3,0,1,1210,1,1,11,0,6,56,1
586,2,0,-1,0,1,3,0,2,64,1,4,11,0,6,49,1
967,2,0,-1,0,2,3,0,3,164,0,1,11,0,6,35,1
595,2,0,-1,0,2,3,0,1,1766,1,10,11,0,6,36,1
1290,2,0,-1,0,2,3,0,2,1248,2,0,11,0,6,40,1
614,2,0,-1,0,2,3,0,1,0,1,1,12,0,6,55,1
885,2,0,-1,0,1,3,0,1,826,1,0,12,0,6,58,1
651,2,0,-1,0,5,3,0,2,2630,1,6,12,0,6,39,1
993,2,0,-1,0,6,3,0,2,3727,2,3,12,0,6,47,1
577,2,1,-1,0,2,3,0,1,406,1,4,12,0,6,40,1
1141,2,0,-1,0,6,3,0,2,2999,1,1,12,0,6,35,1
1268,2,1,-1,0,2,3,0,1,1000,1,1,12,0,6,48,1
1243,2,0,-1,0,7,3,1,2,503,0,4,12,0,6,48,1
465,2,1,-1,0,3,3,0,1,-203,2,1,12,1,6,24,1
513,2,1,-1,0,2,3,0,0,361,1,1,16,0,6,49,1
686,2,1,-1,0,11,3,0,1,274,1,1,16,0,6,36,1
741,2,1,-1,0,4,3,1,2,3687,0,5,16,0,6,52,1
617,2,0,-1,0,1,3,0,3,323,2,2,16,0,6,42,1
1093,2,0,-1,0,1,3,0,1,981,1,7,16,0,6,36,1
1395,2,1,-1,0,2,3,0,1,638,0,1,16,0,6,36,1
1089,2,0,-1,0,1,3,0,2,3229,2,10,16,0,6,48,1
1248,2,1,-1,0,3,3,0,1,1610,2,4,16,0,6,51,1
721,2,0,-1,0,3,3,1,1,33,1,1,16,0,6,51,1
750,2,1,-1,0,2,3,0,1,536,1,9,16,0,6,46,1
637,2,0,-1,0,6,3,0,2,0,1,4,16,0,6,37,1
2769,2,0,-1,0,4,3,0,2,3057,1,2,16,0,6,36,1
556,2,0,-1,0,1,3,0,1,2892,1,4,17,0,6,47,1
522,2,0,-1,0,1,3,0,2,0,0,9,17,0,6,40,1
1345,2,0,-1,0,3,3,0,2,3316,2,8,17,0,6,38,1
676,2,0,-1,0,2,3,0,1,106,1,4,17,0,6,40,1
775,2,1,-1,0,3,3,0,0,2303,1,1,17,0,6,39,1
2621,2,0,-1,0,3,3,0,2,3301,1,4,17,0,6,60,1
1029,2,0,-1,0,1,3,0,2,426,2,6,18,0,6,39,1
371,2,0,-1,0,2,3,0,1,9,0,7,18,0,6,51,1
1528,2,1,-1,0,2,3,0,1,-97,1,0,18,0,6,27,1
1540,2,0,-1,0,1,3,0,2,11008,2,4,18,0,6,41,1
973,2,0,-1,0,1,3,0,0,4930,2,1,18,0,6,42,1
707,2,0,-1,0,1,3,0,1,707,1,2,18,0,6,41,1
625,2,1,-1,0,2,3,1,1,4,1,9,18,0,6,33,1
1255,2,0,-1,0,1,3,0,1,126,1,0,18,0,6,46,1
704,2,1,-1,0,4,3,0,1,671,1,1,18,0,6,31,1
1574,2,0,-1,0,3,3,1,0,219,1,1,18,0,6,41,1
1135,2,0,-1,0,4,3,0,1,3622,0,1,19,0,6,41,1
1007,2,0,-1,0,1,3,1,1,1580,0,5,19,0,6,55,1
1318,2,0,-1,0,3,3,0,1,1319,1,9,19,0,6,53,1
922,2,0,-1,0,2,3,0,0,2152,1,3,19,0,6,55,1
585,2,1,-1,0,1,3,0,1,2843,1,7,19,0,6,39,1
952,2,0,-1,0,4,3,0,2,0,1,2,19,1,6,40,1
834,2,0,-1,0,1,3,0,0,1115,1,5,19,0,6,59,1
651,2,0,-1,0,3,3,0,1,625,2,1,19,0,6,42,1
683,2,0,-1,0,3,3,0,0,246,1,1,19,0,6,41,1
1012,2,1,-1,0,1,3,0,1,61,1,1,19,0,6,27,1
958,2,1,-1,0,7,3,0,1,-191,2,1,19,0,6,25,1
973,2,0,-1,0,2,3,0,0,519,1,10,20,0,6,43,1
911,2,0,-1,0,1,3,1,1,522,1,7,20,0,6,44,1
382,2,1,-1,0,7,3,0,1,-46,2,1,20,0,6,26,1
1210,2,0,-1,0,1,3,0,2,2269,1,5,20,0,6,52,1
838,2,0,-1,0,1,3,1,3,386,1,7,20,0,6,54,1
422,2,0,-1,0,1,3,1,2,0,1,4,20,0,6,56,1
1098,2,0,-1,0,2,3,1,2,9103,1,4,20,0,6,57,1
1663,2,1,-1,0,1,3,0,1,908,2,1,20,0,6,29,1
560,2,0,-1,0,3,3,1,2,1694,1,9,20,0,6,47,1
1617,2,1,-1,0,1,3,1,2,-92,1,4,20,0,6,57,1
570,2,1,-1,0,2,3,1,1,188,1,1,20,0,6,40,1
1023,2,0,-1,0,3,3,0,1,0,0,7,20,0,6,46,1
585,2,1,-1,0,2,3,0,1,740,2,1,20,0,6,43,1
693,2,0,-1,0,3,3,0,2,655,1,4,20,0,6,45,1
546,2,1,-1,0,10,3,0,1,867,1,4,20,0,6,24,1
1036,2,1,-1,0,5,3,1,1,1009,1,1,20,0,6,40,1
1409,2,0,-1,0,2,3,0,3,6360,0,7,20,0,6,38,1
988,2,0,-1,0,4,3,0,2,4145,1,10,20,0,6,36,1
498,2,0,-1,0,2,3,0,1,-27,2,1,23,1,6,27,1
670,2,1,-1,0,3,3,0,0,-122,2,0,23,0,6,26,1
662,2,1,-1,0,2,3,0,2,149,1,4,23,0,6,43,1
528,2,1,-1,0,2,3,0,0,52,2,1,24,0,6,25,1
519,2,1,-1,0,3,3,0,2,335,1,1,26,0,6,27,1
677,2,1,-1,0,3,3,1,2,526,1,9,26,0,6,30,1
3183,2,0,-1,0,2,3,1,1,-7,2,0,26,0,6,28,1
422,2,0,-1,0,6,3,1,0,-413,1,1,27,0,6,27,1
856,2,0,-1,0,2,3,1,1,-241,0,0,27,0,6,32,1
479,2,1,-1,0,9,3,0,1,75,2,1,1,0,5,41,1
1135,2,0,-1,0,2,3,0,2,0,2,9,1,0,5,37,1
650,2,0,-1,0,2,3,0,1,158,2,9,1,0,5,27,1
587,2,0,-1,0,3,3,1,1,84,2,7,3,0,5,29,1
676,2,0,-1,0,1,3,1,1,114,1,7,3,0,5,33,1
584,2,0,-1,0,1,3,0,0,0,1,9,4,0,5,36,1
1044,0,1,-1,0,3,3,0,1,-127,2,1,4,0,5,28,1
494,0,1,-1,0,4,3,0,1,49,1,1,7,0,5,55,1
615,0,0,-1,0,2,3,0,1,216,1,9,7,0,5,51,1
718,0,1,-1,0,2,3,0,1,506,2,9,7,0,5,39,1
434,0,1,-1,0,3,3,0,0,213,0,1,7,0,5,42,1
782,0,0,-1,0,1,3,0,1,170,2,7,7,0,5,33,1
722,0,0,-1,0,3,3,1,2,776,0,2,7,0,5,36,1
621,0,0,-1,0,2,3,0,1,879,1,9,7,0,5,45,1
629,0,0,-1,0,2,3,0,1,1633,1,6,7,0,5,37,1
385,0,0,-1,0,5,3,0,1,926,1,10,7,0,5,46,1
889,0,0,-1,0,1,3,0,2,2559,2,6,7,0,5,32,1
532,0,0,-1,0,1,3,1,1,909,2,9,7,0,5,28,1
574,0,0,-1,0,1,3,1,1,-176,0,0,7,0,5,45,1
599,0,1,-1,0,1,3,1,1,1085,2,1,7,1,5,41,1
849,0,0,-1,0,1,3,1,0,1265,0,1,7,0,5,59,1
973,0,1,-1,0,3,3,1,1,-239,2,9,7,0,5,47,1
719,0,0,-1,0,2,3,0,1,726,2,1,7,0,5,31,1
509,0,0,-1,0,4,3,1,2,296,2,4,8,0,5,31,1
740,0,1,-1,0,1,3,1,1,-627,1,2,8,0,5,33,1
534,0,0,-1,0,1,3,0,2,-468,1,2,8,1,5,52,1
531,0,0,-1,0,1,3,0,1,551,2,6,8,0,5,26,1
